Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,ElementType
ICM_DECOMPRESS,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESS_BEGIN,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESS_END,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESS_GET_FORMAT,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESS_GET_PALETTE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESS_QUERY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESS_SET_PALETTE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESSEX,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESSEX_BEGIN,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESSEX_END,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DECOMPRESSEX_QUERY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_BEGIN,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_CHANGEPALETTE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_END,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_FLUSH,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_GET_PALETTE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_GETTIME,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_QUERY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_REALIZE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_RENDERBUFFER,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_SETTIME,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_START,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_START_PLAY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_STOP,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_STOP_PLAY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_SUGGESTFORMAT,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_DRAW_WINDOW,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_GET,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_GETBUFFERSWANTED,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_GETDEFAULTKEYFRAMERATE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_GETDEFAULTQUALITY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_GETINFO,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_GETQUALITY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_GETSTATE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_SET_STATUS_PROC,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_SETQUALITY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
ICM_SETSTATE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
IMC_CLOSESTATUSWINDOW,Yes,No,No,, -,imm.h,,,No,message
IMC_GETCANDIDATEPOS,Yes,No,No,, -,imm.h,,,No,message
IMC_GETCOMPOSITIONFONT,Yes,No,No,, -,imm.h,,,No,message
IMC_GETCOMPOSITIONWINDOW,Yes,No,No,, -,imm.h,,,No,message
IMC_GETCONVERSIONMODE,Yes,No,No,, -,,,,,message
IMC_GETOPENSTATUS,Yes,No,No,, -,,,,,message
IMC_GETSENTENCEMODE,Yes,No,No,, -,,,,,message
IMC_GETSTATUSWINDOWPOS,Yes,No,No,, -,imm.h,,,No,message
IMC_OPENSTATUSWINDOW,Yes,No,No,, -,imm.h,,,No,message
IMC_SETCANDIDATEPOS,Yes,No,No,, -,imm.h,,,No,message
IMC_SETCOMPOSITIONFONT,Yes,No,No,, -,imm.h,,,No,message
IMC_SETCOMPOSITIONWINDOW,Yes,No,No,, -,imm.h,,,No,message
IMC_SETCONVERSIONMODE,Yes,No,No,, -,,,,,message
IMC_SETOPENSTATUS,Yes,No,No,, -,,,,,message
IMC_SETSENTENCEMODE,Yes,No,No,, -,,,,,message
IMC_SETSTATUSWINDOWPOS,Yes,No,No,, -,imm.h,,,No,message
LB_ADDFILE,Yes,Yes,No,msg/listbox, -,winuser.h,,,No,message
LB_ADDSTRING,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_DELETESTRING,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_DIR,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_FINDSTRING,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_FINDSTRINGEXACT,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_GETANCHORINDEX,Yes,Yes,No,msg/listbox, -,winuser.h,,,No,message
LB_GETCARETINDEX,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_GETCOUNT,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_GETCURSEL,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_GETHORIZONTALEXTENT,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_GETITEMDATA,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_GETITEMHEIGHT,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_GETITEMRECT,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_GETLOCALE,Yes,Yes,No,msg/listbox, -,winuser.h,,New,No,message
LB_GETSEL,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_GETSELCOUNT,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_GETSELITEMS,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_GETTEXT,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_GETTEXTLEN,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_GETTOPINDEX,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_INITSTORAGE,Yes,Yes,No,msg/listbox, -,winuser.h,,New,No,message
LB_INSERTSTRING,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_ITEMFROMPOINT,Yes,Yes,No,msg/listbox, -,winuser.h,,New,No,message
LB_RESETCONTENT,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_SELECTSTRING,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_SELITEMRANGE,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_SELITEMRANGEEX,Yes,Yes,No,msg/lisbox, -,winuser.h,,,No,message
LB_SETANCHORINDEX,Yes,Yes,No,msg/listbox, -,winuser.h,,New,No,message
LB_SETCARETINDEX,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_SETCOLUMNWIDTH,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_SETCOUNT,Yes,Yes,No,msg/listbox, -,winuser.h,,,No,message
LB_SETCURSEL,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_SETHORIZONTALEXTENT,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_SETITEMDATA,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_SETITEMHEIGHT,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_SETLOCALE,Yes,Yes,No,msg/listbox, -,winuser.h,,New,No,message
LB_SETSEL,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LB_SETTABSTOPS,Yes,Yes,Yes,msg/listbox, -,winuser.h,,,No,message
LB_SETTOPINDEX,Yes,Yes,Yes,msg/listbox, -,winuser.h,"""Windows 95: wParam is 16-bits""",,No,message
LVM_ARRANGE,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_CREATEDRAGIMAGE,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_DELETEALLITEMS,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_DELETECOLUMN,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_DELETEITEM,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_EDITLABEL,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_ENSUREVISIBLE,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_FINDITEM,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_GETBKCOLOR,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETCALLBACKMASK,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETCOLUMN,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_GETCOLUMNWIDTH,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETCOUNTPERPAGE,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETEDITCONTROL,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETIMAGELIST,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETISEARCHSTRING,Yes,Yes,Yes,List View Controls, -,commctrl.h,,New for Windows NT 4.0,WinNT,message
LVM_GETITEM,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_GETITEMCOUNT,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETITEMPOSITION,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETITEMRECT,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETITEMSPACING,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETITEMSTATE,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETITEMTEXT,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_GETNEXTITEM,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETORIGIN,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETSELECTEDCOUNT,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETSTRINGWIDTH,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_GETTEXTBKCOLOR,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETTEXTCOLOR,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETTOPINDEX,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_GETVIEWRECT,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_HITTEST,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_INSERTCOLUMN,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_INSERTITEM,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_REDRAWITEMS,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SCROLL,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETBKCOLOR,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETCALLBACKMASK,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETCOLUMN,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_SETCOLUMNWIDTH,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETIMAGELIST,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETITEM,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_SETITEMCOUNT,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETITEMPOSITION,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETITEMPOSITION32,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETITEMSTATE,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETITEMTEXT,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,WinNT,message
LVM_SETTEXTBKCOLOR,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SETTEXTCOLOR,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_SORTITEMS,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
LVM_UPDATE,Yes,Yes,Yes,List View Controls, -,commctrl.h,,,No,message
MCIWNDM_CAN_CONFIG,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_CAN_EJECT,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_CAN_PLAY,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_CAN_RECORD,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_CAN_SAVE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_CAN_WINDOW,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_CHANGESTYLES,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_EJECT,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GET_DEST,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GET_SOURCE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETACTIVETIMER,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETALIAS,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETDEVICE,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_GETDEVICEID,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETEND,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETERROR,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_GETFILENAME,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_GETINACTIVETIMER,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETLENGTH,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETMODE,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_GETPALETTE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETPOSITION,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_GETREPEAT,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETSPEED,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETSTART,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETSTYLES,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETTIMEFORMAT,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_GETVOLUME,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_GETZOOM,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_NEW,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_NOTIFYERROR,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_NOTIFYMEDIA,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_NOTIFYMODE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_NOTIFYPOS,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_NOTIFYSIZE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_OPEN,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_OPENINTERFACE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_PLAYFROM,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_PLAYREVERSE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_PLAYTO,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_PUT_DEST,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_PUT_SOURCE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_REALIZE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_RETURNSTRING,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_SENDSTRING,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_SETACTIVETIMER,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_SETINACTIVETIMER,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_SETOWNER,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_SETPALETTE,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_SETREPEAT,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_SETSPEED,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_SETTIMEFORMAT,Yes,Yes,No,msg/mm, -,vfw.h,,,WinNT,message
MCIWNDM_SETTIMERS,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_SETVOLUME,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_SETZOOM,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MCIWNDM_VALIDATEMEDIA,Yes,Yes,No,msg/mm, -,vfw.h,,,No,message
MIM_CLOSE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MIM_DATA,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MIM_ERROR,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MIM_LONGDATA,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MIM_LONGERROR,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MIM_MOREDATA,Yes,Yes,No,msg/mm, -,mmsystem.h,,,No,message
MIM_OPEN,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_ACM_FILTERCHOOSE,Yes,Yes,No,msg/mm, -,msacm.h,,,No,message
MM_ACM_FORMATCHOOSE,Yes,Yes,No,msg/mm, -,msacm.h,,,No,message
MM_JOY1BUTTONDOWN,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_JOY1BUTTONUP,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_JOY1MOVE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_JOY1ZMOVE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_JOY2BUTTONDOWN,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_JOY2BUTTONUP,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_JOY2MOVE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_JOY2ZMOVE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MCINOTIFY,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MCISIGNAL,Yes,Yes,No,msg/mm, -,mmsystem.h,,,No,message
MM_MIM_CLOSE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MIM_DATA,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MIM_ERROR,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MIM_LONGDATA,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MIM_LONGERROR,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MIM_MOREDATA,Yes,Yes,No,msg/mm, -,mmsystem.h,,,No,message
MM_MIM_OPEN,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MIXM_CONTROL_CHANGE,Yes,Yes,No,msg/mm, -,mmsystem.h,,,No,message
MM_MIXM_LINE_CHANGE,Yes,Yes,No,msg/mm, -,mmsystem.h,,,No,message
MM_MOM_CLOSE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MOM_DONE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MOM_OPEN,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_MOM_POSITIONCB,Yes,Yes,No,msg/mm, -,mmsystem.h,,,No,message
MM_WIM_CLOSE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_WIM_DATA,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_WIM_OPEN,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_WOM_CLOSE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_WOM_DONE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MM_WOM_OPEN,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MMIOM_CLOSE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MMIOM_OPEN,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MMIOM_READ,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MMIOM_RENAME,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MMIOM_SEEK,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MMIOM_WRITE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MMIOM_WRITEFLUSH,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MOM_CLOSE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MOM_DONE,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MOM_OPEN,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
MOM_POSITIONCB,Yes,Yes,Yes,msg/mm, -,mmsystem.h,,,No,message
NIM_ADD,Yes,Yes,No,msg/taskbar notification, -,shellapi.h,,,No,message
NIM_DELETE,Yes,Yes,No,msg/taskbar notification, -,shellapi.h,,,No,message
NIM_MODIFY,Yes,Yes,No,msg/taskbar notification, -,shellapi.h,,,No,message
PBM_DELTAPOS,Yes,Yes,Yes,Progress Bars, -,commctrl.h,,,No,message
PBM_SETPOS,Yes,Yes,Yes,Progress Bars, -,commctrl.h,,,No,message
PBM_SETRANGE,Yes,Yes,Yes,Progress Bars, -,commctrl.h,,,No,message
PBM_SETSTEP,Yes,Yes,Yes,Progress Bars, -,commctrl.h,,,No,message
PBM_STEPIT,Yes,Yes,Yes,Progress Bars, -,commctrl.h,,,No,message
PSM_ADDPAGE,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_APPLY,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_CANCELTOCLOSE,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_CHANGED,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_GETCURRENTPAGEHWND,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_GETTABCONTROL,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_ISDIALOGMESSAGE,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_PRESSBUTTON,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_QUERYSIBLINGS,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_REBOOTSYSTEM,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_REMOVEPAGE,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_RESTARTWINDOWS,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_SETCURSEL,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_SETCURSELID,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_SETFINISHTEXT,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,WinNT,message
PSM_SETTITLE,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,WinNT,message
PSM_SETWIZBUTTONS,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSM_UNCHANGED,Yes,Yes,Yes,Property Sheets, -,prsht.h,,,No,message
PSN_HASHELP,,,,, -,,,,,message
SB_GETBORDERS,Yes,Yes,Yes,Status Windows, -,commctrl.h,,,No,message
SB_GETPARTS,Yes,Yes,Yes,Status Windows, -,commctrl.h,,,No,message
SB_GETRECT,Yes,Yes,Yes,Status Windows, -,commctrl.h,,,No,message
SB_GETTEXT,Yes,Yes,Yes,Status Windows, -,commctrl.h,,,WinNT,message
SB_GETTEXTLENGTH,Yes,Yes,Yes,Status Windows, -,commctrl.h,,,WinNT,message
SB_SETMINHEIGHT,Yes,Yes,Yes,Status Windows, -,commctrl.h,,,No,message
SB_SETPARTS,Yes,Yes,Yes,Status Windows, -,commctrl.h,,,No,message
SB_SETTEXT,Yes,Yes,Yes,Status Windows, -,commctrl.h,,,WinNT,message
SB_SIMPLE,Yes,Yes,Yes,Status Windows, -,commctrl.h,,,No,message
SBM_ENABLE_ARROWS,Yes,Yes,No,msg/scrollbar, -,winuser.h,,New,No,message
SBM_GETPOS,Yes,Yes,No,msg/scrollbar, -,winuser.h,,New,No,message
SBM_GETRANGE,Yes,Yes,No,msg/scrollbar, -,winuser.h,,New,No,message
SBM_GETSCROLLINFO,Yes,Yes,No,msg/scrollbar, -,winuser.h,,New,No,message
SBM_SETPOS,Yes,Yes,No,msg/scrollbar, -,winuser.h,,New,No,message
SBM_SETRANGE,Yes,Yes,No,msg/scrollbar, -,winuser.h,,New,No,message
SBM_SETRANGEREDRAW,Yes,Yes,No,msg/scrollbar, -,winuser.h,,New,No,message
SBM_SETSCROLLINFO,Yes,Yes,No,msg/scrollbar, -,winuser.h,,New,No,message
STM_GETICON,Yes,Yes,Yes,msg/static control, -,winuser.h,,,No,message
STM_GETIMAGE,Yes,Yes,No,, -,winuser.h,,,No,message
